Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
CD4+ T CELL	32/2316	0.0034052215561795342278761378196350051439367234706878662109375	0.03036322554260084682908882314222864806652069091796875	0.000246819094522543881591036818434758970397524535655975341796875	0.0022008035928260164491854222745814695372246205806732177734375	-1.3740290493002203	7.807844876989739	TNFAIP8;SELPLG;BTG1;GMFG;LRMP;ABRACL;KIAA1551;STK4;CORO1A;ZFP36L2;ADGRE5;ARHGDIB;PTK2B;CD37;NCKAP1L;B2M;GPSM3;CD53;CD52;USP20;PRKCB;LAPTM5;DEF6;TMEM154;PSMB9;HLA-E;TXNIP;PLP2;PTPN7;LCP1;MYO1F;ARHGEF6
REGULATORY T CELLS	32/2316	0.0034052215561795342278761378196350051439367234706878662109375	0.03036322554260084682908882314222864806652069091796875	0.000246819094522543881591036818434758970397524535655975341796875	0.0022008035928260164491854222745814695372246205806732177734375	-1.2121822314318769	6.888159191746029	SELPLG;BTG1;GMFG;GLRX;ABRACL;RCSD1;CORO1A;PPP1R18;LGALS1;ADGRE5;ARHGDIB;HYAL3;CD37;NCKAP1L;B2M;GPSM3;CD53;CD52;USP20;IL10RB;LAPTM5;RHOG;COMMD6;DEF6;PSMB9;VAMP8;RPS27;TXNIP;PLP2;PTPN7;LCP1;ARHGEF6
GRANULOCYTE	28/2316	0.03234505267323263544287925697062746621668338775634765625	0.26622466431045321844095496999216265976428985595703125	0.004507012337179683823806808362633091746829450130462646484375	0.037096178467555855629012029339719447307288646697998046875	-1.5570696759335683	5.342764149593238	CFD;SELPLG;CSF3R;MS4A3;HVCN1;LST1;LRMP;KIAA1551;CORO1A;CTSS;ADGRE5;EFHD2;GPSM3;DSCR8;CD53;ARL11;FCER1G;PRKCB;APOBR;DEF6;TMEM154;TYROBP;LPCAT2;LCP1;CLC;YPEL3;MYO1F;MSRB1
CD19+ B CELLS	23/2316	0.2349537926345816318818293666481622494757175445556640625	0.99999999909194670077994260282139293849468231201171875	0.0712023078281962817914774177552317269146442413330078125	0.50790979584113349343255094936466775834560394287109375	-1.4179688588120871	2.05373846731398	CD53;CD52;ARL11;PXK;PRKCB;HVCN1;LAPTM5;LRMP;KIAA1551;RCSD1;CORO1A;DEF6;TMEM154;LIMD2;DUSP22;MILR1;AKAP13;CNTRL;PTK2B;CD37;NCKAP1L;LCP1;GPSM3
MYOBLAST	23/2316	0.2349537926345816318818293666481622494757175445556640625	0.99999999909194670077994260282139293849468231201171875	0.0712023078281962817914774177552317269146442413330078125	0.50790979584113349343255094936466775834560394287109375	-1.1411265937970987	1.6527694294495454	ANKRD28;TLE4;CD63;IFITM2;ATP6V0E1;TPM4;FNDC3B;GPR85;PLAUR;DBI;GLRX;PGD;ACTB;RUNX1;CNN2;ZEB2;LGALS1;TUBA1A;TNNT1;SH3BGRL3;PLP2;TMSB10;S100A11
ALVEOLAR MACROPHAGE	22/2316	0.312246127922601479642850108575657941401004791259765625	0.99999999909194670077994260282139293849468231201171875	0.1094578699661714338287055170439998619258403778076171875	0.73199950539877145505585076534771360456943511962890625	-1.384898771072396	1.6119716631307575	CD53;SELPLG;GSN;FCER1G;ALAS1;LAPTM5;PLAUR;APOBR;LYZ;CTSS;RUNX1;MILR1;ZEB2;TYROBP;ADGRE5;FCGRT;CREG1;LPCAT2;NCKAP1L;LCP1;CLC;MSRB1
SPLEEN (BULK TISSUE)	21/2316	0.40004117310287690134629201565985567867755889892578125	0.99999999909194670077994260282139293849468231201171875	0.1614107828982838388487408565197256393730640411376953125	0.959497431673131728757653036154806613922119140625	-1.0654305232535892	0.9761344518555521	CD53;SELPLG;FCER1G;PRKCB;HVCN1;RNASET2;APOBR;CYBA;LRMP;RCSD1;CORO1A;AIF1;CTSS;DEF6;TYROBP;ADGRE5;FCGRT;PTK2B;NCKAP1L;LCP1;GPSM3
LIVER (BULK TISSUE)	21/2316	0.40004117310287690134629201565985567867755889892578125	0.99999999909194670077994260282139293849468231201171875	0.1614107828982838388487408565197256393730640411376953125	0.959497431673131728757653036154806613922119140625	-1.0330650446587042	0.9464815950828904	ANKRD28;SMIM14;ALAS1;SLC44A1;ACSM3;FNDC3B;PLAUR;HSD17B4;WIPI1;GLRX;SAT1;CLU;LACTB;UGP2;LGALS1;FCGRT;ID1;ORAI3;NINJ1;P4HB;ACAA1
FORESKIN FIBROBLAST	19/2316	0.59074105731352932746602846236783079802989959716796875	0.99999999909194670077994260282139293849468231201171875	0.30975915080784688360182599353720434010028839111328125	0.9999999766561471492565260632545687258243560791015625	-1.117314030043615	0.5881289668351766	ANKRD28;TLE4;CD63;PXK;G6PD;IFITM2;TPM4;FNDC3B;PLAUR;WIPI1;GLRX;CNN2;LGALS1;ID1;ORAI3;PLP2;VIM;S100A11;FTL
PLASMACYTOID DENDRITIC CELL	19/2316	0.59074105731352932746602846236783079802989959716796875	0.99999999909194670077994260282139293849468231201171875	0.30975915080784688360182599353720434010028839111328125	0.9999999766561471492565260632545687258243560791015625	-1.08174791511882	0.5694077641449675	CD53;G6PD;SELPLG;FCER1G;HVCN1;APOBR;LRMP;CORO1A;CTSS;DEF6;MILR1;TYROBP;PTK2B;NCKAP1L;PLP2;LCP1;CLC;GPSM3;MSRB1
BLOOD PBMC	17/2316	0.7665007738856981500674692142638377845287322998046875	0.99999999909194670077994260282139293849468231201171875	0.504612411599321575295107322745025157928466796875	0.9999999766561471492565260632545687258243560791015625	-0.9738215057220931	0.2589581970664364	CD52;TNFAIP8;SELPLG;BTG1;USP20;RNASET2;HLA-C;CYBA;KIAA1551;CORO1A;DEF6;LIMD2;DUSP22;TXNIP;PTK2B;GPSM3;MSRB1
PANCREATIC ISLET	15/2316	0.89306002865362710263497092455509118735790252685546875	0.99999999909194670077994260282139293849468231201171875	0.70477707035784431521818760302267037332057952880859375	0.9999999766561471492565260632545687258243560791015625	-0.9797430061329214	0.11081038306120969	SMIM14;CD63;WSB1;ATP6V0E1;IRF2BP2;DBI;N4BP2L2;CLU;TAPBP;CCPG1;PLP2;B2M;ITM2B;TRPM4;FTL
THYMUS (BULK TISSUE)	14/2316	0.93426841561046425344017052339040674269199371337890625	0.99999999909194670077994260282139293849468231201171875	0.79087772122457966617048441548831760883331298828125	0.9999999766561471492565260632545687258243560791015625	-0.9916233958421252	0.06742196128470429	CD52;USP20;PRKCB;LRMP;RCSD1;CORO1A;DEF6;PTK2B;NCKAP1L;PTPN7;LCP1;CLC;GPSM3;ARHGEF6
MIDBRAIN	13/2316	0.9624167210788814319499806515523232519626617431640625	0.99999999909194670077994260282139293849468231201171875	0.86142318296812570022069621700211428105831146240234375	0.9999999766561471492565260632545687258243560791015625	-0.9408492949101148	0.036041810279606415	SMIM14;PNISR;MARCKSL1;BTG1;WSB1;LMO4;FNDC3B;COMMD6;RPS27;TUBA1A;HEPH;VIM;TMSB10
FIBROBLAST	13/2316	0.9624167210788814319499806515523232519626617431640625	0.99999999909194670077994260282139293849468231201171875	0.86142318296812570022069621700211428105831146240234375	0.9999999766561471492565260632545687258243560791015625	-0.9122663724758083	0.03494686311518047	PXK;G6PD;TPM4;FNDC3B;PLAUR;WIPI1;LGALS1;HEPH;ID1;MYH9;PLP2;VIM;S100A11
PLASMA CELL	13/2316	0.9624167210788814319499806515523232519626617431640625	0.99999999909194670077994260282139293849468231201171875	0.86142318296812570022069621700211428105831146240234375	0.9999999766561471492565260632545687258243560791015625	-0.9013350532189506	0.034528108977942035	CD53;SELPLG;IL10RB;FNDC3B;LRMP;ICAM4;WIPI1;CTSS;DUSP22;CCPG1;PTK2B;PLP2;GPSM3
BLYMPHOCYTE	12/2316	0.980148236132751815574692955124191939830780029296875	0.99999999909194670077994260282139293849468231201171875	0.91475054276098166639030750957317650318145751953125	0.9999999766561471492565260632545687258243560791015625	-0.8641949771835838	0.01732836876719215	DUSP22;CD52;ARL11;PXK;HVCN1;CNTRL;PTK2B;CD37;LRMP;CORO1A;DEF6;GPSM3
PLACENTA (BULK)	12/2316	0.980148236132751815574692955124191939830780029296875	0.99999999909194670077994260282139293849468231201171875	0.91475054276098166639030750957317650318145751953125	0.9999999766561471492565260632545687258243560791015625	-0.8017787002374415	0.016076831449163758	AKAP13;TNFAIP8;CSF3R;BTG1;SLC44A1;TPM4;FNDC3B;MYH9;GLRX;P4HB;SAT1;DSCR8
ILEUM (BULK)	12/2316	0.980148236132751815574692955124191939830780029296875	0.99999999909194670077994260282139293849468231201171875	0.91475054276098166639030750957317650318145751953125	0.9999999766561471492565260632545687258243560791015625	-0.6910048890852651	0.013855655094207414	CFD;TYROBP;HEPH;FCGRT;ID1;EFHD2;APOBR;CLC;HSD17B11;LYZ;CORO1A;CTSS
VALVE	11/2316	0.99038839421535340701296945553622208535671234130859375	0.99999999909194670077994260282139293849468231201171875	0.95172422904557574252493168387445621192455291748046875	0.9999999766561471492565260632545687258243560791015625	-0.8008138871875622	0.007734336920583503	CFD;COLGALT2;TYROBP;GSN;FCER1G;LGALS1;HEPH;FCGRT;ID1;APOBR;CLU
HEPATIC STELLATE CELL	10/2316	0.995772650533565784058964709402061998844146728515625	0.99999999909194670077994260282139293849468231201171875	0.9750744551232928269968169843195937573909759521484375	0.9999999766561471492565260632545687258243560791015625	-0.7052193867691969	0.0029875279191317393	G6PD;COLGALT2;LGALS1;HYAL3;PLAUR;MSN;PLP2;VIM;PPP1R18;RUNX1
VENTRICLE	10/2316	0.995772650533565784058964709402061998844146728515625	0.99999999909194670077994260282139293849468231201171875	0.9750744551232928269968169843195937573909759521484375	0.9999999766561471492565260632545687258243560791015625	-0.5808726059154373	0.0024607564116769344	CFD;AKAP13;COLGALT2;GSN;ALAS1;HEPH;TNNT1;ID1;ROGDI;TXNIP
COLON (BULK TISSUE)	10/2316	0.995772650533565784058964709402061998844146728515625	0.99999999909194670077994260282139293849468231201171875	0.9750744551232928269968169843195937573909759521484375	0.9999999766561471492565260632545687258243560791015625	-0.5697019114631637	0.0024134338873981463	TYROBP;GSN;HEPH;ID1;EFHD2;APOBR;CLC;LYZ;CTSS;TRPM4
KIDNEY (BULK TISSUE)	10/2316	0.995772650533565784058964709402061998844146728515625	0.99999999909194670077994260282139293849468231201171875	0.9750744551232928269968169843195937573909759521484375	0.9999999766561471492565260632545687258243560791015625	-0.5622419351461255	0.0023818311153511163	SNX3;MARCKSL1;BRI3;TNNT1;ID1;CYBA;PLP2;VIM;OAZ1;S100A11
ERYTHROBLAST	9/2316	0.998328976172306425951319397427141666412353515625	0.99999999909194670077994260282139293849468231201171875	0.9883962010048417123897479541483335196971893310546875	0.9999999766561471492565260632545687258243560791015625	-0.6409173716734327	0.0010718840211479124	G6PD;SELPLG;MS4A3;USP20;CREG1;HYAL3;ROGDI;ICAM4;CLC
MYOFIBROBLAST	9/2316	0.998328976172306425951319397427141666412353515625	0.99999999909194670077994260282139293849468231201171875	0.9883962010048417123897479541483335196971893310546875	0.9999999766561471492565260632545687258243560791015625	-0.5101568689454958	0.0008531973391105913	G6PD;LGALS1;TPM4;ID1;PLAUR;WIPI1;VIM;ACTB;DSCR8
FETAL BRAIN CORTEX	9/2316	0.998328976172306425951319397427141666412353515625	0.99999999909194670077994260282139293849468231201171875	0.9883962010048417123897479541483335196971893310546875	0.9999999766561471492565260632545687258243560791015625	-0.5092382846230361	0.0008516610788985289	ZEB2;MARCKSL1;WSB1;TUBA1A;GPR85;ABRACL;ACTB;TMEM154;TRPM4
NEURONAL EPITHELIUM	9/2316	0.998328976172306425951319397427141666412353515625	0.99999999909194670077994260282139293849468231201171875	0.9883962010048417123897479541483335196971893310546875	0.9999999766561471492565260632545687258243560791015625	-0.4281567890171726	0.0007160586387216021	PNISR;ZEB2;MARCKSL1;COLGALT2;WSB1;TUBA1A;FAM45A;N4BP2L2;CLU
SUBCUTANEOUS ADIPOSE TISSUE	9/2316	0.998328976172306425951319397427141666412353515625	0.99999999909194670077994260282139293849468231201171875	0.9883962010048417123897479541483335196971893310546875	0.9999999766561471492565260632545687258243560791015625	-0.33428773633454745	0.0005590700125776616	CFD;MARCH2;TYROBP;GSN;LGALS1;FCGRT;ID1;CLU;ARHGEF6
GASTRIC EPITHELIAL CELL	8/2316	0.99941397744914561851459211538895033299922943115234375	0.99999999909194670077994260282139293849468231201171875	0.99519383893881896430144706755527295172214508056640625	0.9999999766561471492565260632545687258243560791015625	-0.4346846230184764	0.00025480966099663947	GSN;TPM4;ID1;HYAL3;PLAUR;MYH9;LYZ;ACTB
ASTROCYTE	8/2316	0.99941397744914561851459211538895033299922943115234375	0.99999999909194670077994260282139293849468231201171875	0.99519383893881896430144706755527295172214508056640625	0.9999999766561471492565260632545687258243560791015625	-0.41715617963656776	0.00024453458688675293	MARCKSL1;G6PD;COLGALT2;LGALS1;TPM4;HEPH;ID1;VIM
CEREBRAL CORTEX	7/2316	0.99982059839825920821709814845235086977481842041015625	0.99999999909194670077994260282139293849468231201171875	0.9982579629092338535656381282024085521697998046875	0.9999999766561471492565260632545687258243560791015625	-0.31535327046689937	0.00005657995725520335	PNISR;COLGALT2;HEPH;LMO4;ROGDI;PTK2B;CLU
PERICARDIUM	7/2316	0.99982059839825920821709814845235086977481842041015625	0.99999999909194670077994260282139293849468231201171875	0.9982579629092338535656381282024085521697998046875	0.9999999766561471492565260632545687258243560791015625	-0.2939906788931168	0.000052747130291603314	CFD;G6PD;COLGALT2;LGALS1;HEPH;ID1;ORAI3
ADIPOSE (BULK TISSUE)	7/2316	0.99982059839825920821709814845235086977481842041015625	0.99999999909194670077994260282139293849468231201171875	0.9982579629092338535656381282024085521697998046875	0.9999999766561471492565260632545687258243560791015625	-0.2444726741645082	0.00004386272396608937	CFD;TYROBP;GSN;LGALS1;FCGRT;ID1;ARHGEF6
HEPATOCYTE	7/2316	0.99982059839825920821709814845235086977481842041015625	0.99999999909194670077994260282139293849468231201171875	0.9982579629092338535656381282024085521697998046875	0.9999999766561471492565260632545687258243560791015625	-0.23908186049175736	0.0000428955165966417	ALAS1;FCGRT;ID1;HYAL3;ACAA1;CLU;MSRB1
VASCULAR SMOOTH MUSCLE	7/2316	0.99982059839825920821709814845235086977481842041015625	0.99999999909194670077994260282139293849468231201171875	0.9982579629092338535656381282024085521697998046875	0.9999999766561471492565260632545687258243560791015625	-0.18252310378892683	0.00003274787477286842	G6PD;LGALS1;HEPH;ID1;HYAL3;PLAUR;P4HB
LUNG (BULK TISSUE)	7/2316	0.99982059839825920821709814845235086977481842041015625	0.99999999909194670077994260282139293849468231201171875	0.9982579629092338535656381282024085521697998046875	0.9999999766561471492565260632545687258243560791015625	-0.14078268925027632	0.000025258905760703996	CFD;TYROBP;HEPH;ADGRE5;ID1;APOBR;LYZ
PREFRONTAL CORTEX	7/2316	0.99982059839825920821709814845235086977481842041015625	0.99999999909194670077994260282139293849468231201171875	0.9982579629092338535656381282024085521697998046875	0.9999999766561471492565260632545687258243560791015625	-0.115422002400169	0.00002070874975370523	ZEB2;MARCKSL1;WSB1;TUBA1A;SLC44A1;AAK1;GPR85
ADRENAL GLAND	6/2316	0.99995305447319526859217830860870890319347381591796875	0.99999999909194670077994260282139293849468231201171875	0.9994590819199056230814903756254352629184722900390625	0.9999999766561471492565260632545687258243560791015625	-0.15421055193631406	0.000007239665535784536	SCPEP1;ALAS1;HEPH;MBOAT7;ROGDI;CLU
AMNIOTIC FLUID	6/2316	0.99995305447319526859217830860870890319347381591796875	0.99999999909194670077994260282139293849468231201171875	0.9994590819199056230814903756254352629184722900390625	0.9999999766561471492565260632545687258243560791015625	-0.07318842176774883	0.0000034359496677585043	TYROBP;TNNT1;FNDC3B;PLP2;S100A11;TPT1
BASAL CELL	6/2316	0.99995305447319526859217830860870890319347381591796875	0.99999999909194670077994260282139293849468231201171875	0.9994590819199056230814903756254352629184722900390625	0.9999999766561471492565260632545687258243560791015625	-0.04750986689927799	0.000002230428084729638	TNNT1;ID1;HYAL3;PLP2;S100A11;TMEM154
CINGULATE GYRUS	6/2316	0.99995305447319526859217830860870890319347381591796875	0.99999999909194670077994260282139293849468231201171875	0.9994590819199056230814903756254352629184722900390625	0.9999999766561471492565260632545687258243560791015625	-0.032784687154227776	0.0000015391305375131645	COLGALT2;PRKCB;LMO4;ROGDI;PTK2B;CLU
FETAL LUNG	6/2316	0.99995305447319526859217830860870890319347381591796875	0.99999999909194670077994260282139293849468231201171875	0.9994590819199056230814903756254352629184722900390625	0.9999999766561471492565260632545687258243560791015625	-0.001241808182071037	0.000000058298707740231305	G6PD;LGALS1;TPM4;HEPH;ID1;WIPI1
BLASTOCYST	1/2316	0.99999999909194670077994260282139293849468231201171875	0.99999999909194670077994260282139293849468231201171875	0.9999999766561471492565260632545687258243560791015625	0.9999999766561471492565260632545687258243560791015625	1.2579790386463023	-0.000000001142312016911091	DSCR8
COLONIC MUCOSA	1/2316	0.99999999909194670077994260282139293849468231201171875	0.99999999909194670077994260282139293849468231201171875	0.9999999766561471492565260632545687258243560791015625	0.9999999766561471492565260632545687258243560791015625	1.3169218125789115	-0.0000000011958351972700796	HEPH
