Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
CD19+ B CELLS	5/2316	0.70197646008262137851119177867076359689235687255859375	0.9978911988504624019924449385143816471099853515625	0.5872359063302159398745061480440199375152587890625	0.99541467041390474523865350420237518846988677978515625	-0.6963242733081816	0.24639810994624314	LBH;GYPE;CHI3L2;TCF4;FAM83A
PANCREATIC ISLET	5/2316	0.70197646008262137851119177867076359689235687255859375	0.9978911988504624019924449385143816471099853515625	0.5872359063302159398745061480440199375152587890625	0.99541467041390474523865350420237518846988677978515625	-0.42825841952986354	0.15154155784257906	TMOD1;CSTB;ASAH1;PRDX5;ZNF431
ILEUM (BULK)	5/2316	0.70197646008262137851119177867076359689235687255859375	0.9978911988504624019924449385143816471099853515625	0.5872359063302159398745061480440199375152587890625	0.99541467041390474523865350420237518846988677978515625	-0.36968199250992684	0.1308139723506274	COL18A1;CD7;CHI3L2;APOE;REEP6
LIVER (BULK TISSUE)	5/2316	0.70197646008262137851119177867076359689235687255859375	0.9978911988504624019924449385143816471099853515625	0.5872359063302159398745061480440199375152587890625	0.99541467041390474523865350420237518846988677978515625	-0.33937304507101396	0.12008898738359765	COL18A1;APOC1;BLVRB;APOE;REEP6
ALPHA CELL	4/2316	0.84602487985088081767770518126781098544597625732421875	0.9978911988504624019924449385143816471099853515625	0.76413764018864427374211345522780902683734893798828125	0.99541467041390474523865350420237518846988677978515625	-0.6504698682081669	0.10876279717446971	TMOD1;GYPA;HBG2;HBG1
GRANULOCYTE	4/2316	0.84602487985088081767770518126781098544597625732421875	0.9978911988504624019924449385143816471099853515625	0.76413764018864427374211345522780902683734893798828125	0.99541467041390474523865350420237518846988677978515625	-0.4879429556029935	0.08158723917396878	COL18A1;SLC25A37;HBA2;HBA1
CD4+ T CELL	4/2316	0.84602487985088081767770518126781098544597625732421875	0.9978911988504624019924449385143816471099853515625	0.76413764018864427374211345522780902683734893798828125	0.99541467041390474523865350420237518846988677978515625	-0.4246274995775673	0.0710004826795101	LBH;CD7;CHI3L2;TXNIP
CINGULATE GYRUS	4/2316	0.84602487985088081767770518126781098544597625732421875	0.9978911988504624019924449385143816471099853515625	0.76413764018864427374211345522780902683734893798828125	0.99541467041390474523865350420237518846988677978515625	-0.3226296619951411	0.053945780127689975	TMOD1;GYPA;HBA1;FAM83A
NEUTROPHIL	4/2316	0.84602487985088081767770518126781098544597625732421875	0.9978911988504624019924449385143816471099853515625	0.76413764018864427374211345522780902683734893798828125	0.99541467041390474523865350420237518846988677978515625	-0.3134909153509853	0.052417722186397155	COL18A1;SLC25A37;FTH1;CD7
SPERM	4/2316	0.84602487985088081767770518126781098544597625732421875	0.9978911988504624019924449385143816471099853515625	0.76413764018864427374211345522780902683734893798828125	0.99541467041390474523865350420237518846988677978515625	-0.29496689579918334	0.049320385507423146	HEMGN;CNN1;HBZ;REEP6
FIBROBLAST	4/2316	0.84602487985088081767770518126781098544597625732421875	0.9978911988504624019924449385143816471099853515625	0.76413764018864427374211345522780902683734893798828125	0.99541467041390474523865350420237518846988677978515625	-0.2322571499527505	0.038834907698671844	CNN1;COL18A1;LBH;GYPE
HUMAN EMBRYO	4/2316	0.84602487985088081767770518126781098544597625732421875	0.9978911988504624019924449385143816471099853515625	0.76413764018864427374211345522780902683734893798828125	0.99541467041390474523865350420237518846988677978515625	-0.2092168462281895	0.034982418900481045	COL18A1;APOC1;HMBS;HNRNPA1
OVARY (BULK TISSUE)	4/2316	0.84602487985088081767770518126781098544597625732421875	0.9978911988504624019924449385143816471099853515625	0.76413764018864427374211345522780902683734893798828125	0.99541467041390474523865350420237518846988677978515625	-0.18154474028208367	0.03035546261317833	HBG2;HBG1;HBA2;REEP6
MYOBLAST	4/2316	0.84602487985088081767770518126781098544597625732421875	0.9978911988504624019924449385143816471099853515625	0.76413764018864427374211345522780902683734893798828125	0.99541467041390474523865350420237518846988677978515625	-0.14186488236538172	0.02372073201390498	MYL4;PRDX5;GSTP1;TCF4
SENSORY NEURON	4/2316	0.84602487985088081767770518126781098544597625732421875	0.9978911988504624019924449385143816471099853515625	0.76413764018864427374211345522780902683734893798828125	0.99541467041390474523865350420237518846988677978515625	-0.12430234501106804	0.020784161418562704	TMOD1;GYPA;GYPB;CBL
PERICARDIUM	4/2316	0.84602487985088081767770518126781098544597625732421875	0.9978911988504624019924449385143816471099853515625	0.76413764018864427374211345522780902683734893798828125	0.99541467041390474523865350420237518846988677978515625	-0.12379808951421395	0.02069984661628058	COL18A1;APOE;REEP6;FAM83A
PLASMA CELL	4/2316	0.84602487985088081767770518126781098544597625732421875	0.9978911988504624019924449385143816471099853515625	0.76413764018864427374211345522780902683734893798828125	0.99541467041390474523865350420237518846988677978515625	-0.10105122356718287	0.01689642252506649	MYL4;GYPE;SMIM1;HMBS
GASTRIC TISSUE (BULK)	4/2316	0.84602487985088081767770518126781098544597625732421875	0.9978911988504624019924449385143816471099853515625	0.76413764018864427374211345522780902683734893798828125	0.99541467041390474523865350420237518846988677978515625	-0.062310911970549394	0.010418790187895764	CNN1;COL18A1;TESC;HBA2
ALVEOLAR MACROPHAGE	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	-0.09539131412749886	0.005952073935869233	PSAP;APOC1;FAM83A
CHONDROCYTE	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.023017183500438167	-0.001436189230048397	GYPA;GYPE;CHI3L2
BETA CELL	1/2316	0.99789119885046229097014247599872760474681854248046875	0.9978911988504624019924449385143816471099853515625	0.99541467041390474523865350420237518846988677978515625	0.99541467041390474523865350420237518846988677978515625	1.2719199755953503	-0.0026850584299051767	TMOD1
MORULA	1/2316	0.99789119885046229097014247599872760474681854248046875	0.9978911988504624019924449385143816471099853515625	0.99541467041390474523865350420237518846988677978515625	0.99541467041390474523865350420237518846988677978515625	1.2957482867888386	-0.0027353606573000504	APOC1
FORESKIN FIBROBLAST	1/2316	0.99789119885046229097014247599872760474681854248046875	0.9978911988504624019924449385143816471099853515625	0.99541467041390474523865350420237518846988677978515625	0.99541467041390474523865350420237518846988677978515625	1.3320521317746716	-0.002811999083370492	CNN1
SKELETAL MUSCLE SATELLITE CELL	1/2316	0.99789119885046229097014247599872760474681854248046875	0.9978911988504624019924449385143816471099853515625	0.99541467041390474523865350420237518846988677978515625	0.99541467041390474523865350420237518846988677978515625	1.3996242246167772	-0.0029546456499731635	FAM83A
CEREBRAL CORTEX	1/2316	0.99789119885046229097014247599872760474681854248046875	0.9978911988504624019924449385143816471099853515625	0.99541467041390474523865350420237518846988677978515625	0.99541467041390474523865350420237518846988677978515625	1.4119087850369614	-0.002980578698550733	TMOD1
BASAL CELL	1/2316	0.99789119885046229097014247599872760474681854248046875	0.9978911988504624019924449385143816471099853515625	0.99541467041390474523865350420237518846988677978515625	0.99541467041390474523865350420237518846988677978515625	1.4445915917504197	-0.0030495730121574967	FAM83A
MOTOR NEURON	1/2316	0.99789119885046229097014247599872760474681854248046875	0.9978911988504624019924449385143816471099853515625	0.99541467041390474523865350420237518846988677978515625	0.99541467041390474523865350420237518846988677978515625	1.5889569217584398	-0.003354332237393061	COL18A1
KERATINOCYTE	1/2316	0.99789119885046229097014247599872760474681854248046875	0.9978911988504624019924449385143816471099853515625	0.99541467041390474523865350420237518846988677978515625	0.99541467041390474523865350420237518846988677978515625	1.598958595415365	-0.0033754460485454626	FAM83A
OSTEOBLAST	1/2316	0.99789119885046229097014247599872760474681854248046875	0.9978911988504624019924449385143816471099853515625	0.99541467041390474523865350420237518846988677978515625	0.99541467041390474523865350420237518846988677978515625	1.6388476201307682	-0.003459652888698796	CNN1
ENDOMETRIUM (BULK)	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.06749491556783453	-0.004211439284902279	GYPA;GYPE;FAM83A
BLASTOCYST	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	0.48977571257195845	-0.00787798733420294	APOC1;CHI3L2
AMNIOTIC FLUID	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.15521949279945638	-0.009685136491522096	CSTB;GYPE;FAM83A
ALVEOLAR CELL TYPE II	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	0.6765411952870025	-0.010882089149642076	CHI3L2;FAM83A
DORSAL STRIATUM	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	0.8379663388827577	-0.01347859445610398	APOE;FAM83A
BLYMPHOCYTE	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	0.859598195390054	-0.013826540438735239	GYPE;CHI3L2
BRAIN (BULK)	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.22586512455134192	-0.014093169102032049	TMOD1;HBA2;APOE
HUMAN ZYGOTE	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.24177233524137703	-0.015085721673579487	TMOD1;TESC;GYPE
ASTROCYTE	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	0.9512592468775326	-0.015300898158243407	CNN1;COL18A1
GASTRIC EPITHELIAL CELL	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	0.9610321324918641	-0.015458093925840818	LBH;TESC
MAMMARY GLAND	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	0.9697053672595474	-0.015597601933062262	COL18A1;REEP6
ESOPHAGUS (BULK TISSUE)	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	0.9870735036673683	-0.015876966456715363	CSTB;FAM83A
OOCYTE	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	1.0275804100021884	-0.016528515496127095	CNN1;TESC
INTESTINAL EPITHELIAL CELL	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	1.0437874926266624	-0.01678920460006307	CNN1;COL18A1
LUNG EPITHELIAL CELL	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	1.0683874472266583	-0.01718489210719372	EEF1A1;RPS8
TRACHEA (BULK TISSUE)	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	1.1007014665811778	-0.017704659479600312	COL18A1;FAM83A
PLASMACYTOID DENDRITIC CELL	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	1.135673021371438	-0.018267173011045742	GYPE;CD7
BREAST (BULK TISSUE)	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.3009569771540375	-0.018778629856616557	CNN1;COL18A1;REEP6
STROMAL CELL	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	1.1945359009856573	-0.01921397581925441	COL18A1;GYPE
FETAL BRAIN CORTEX	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.3135883871197511	-0.019566784278409237	NARF;TCF4;ZNF431
PREFRONTAL CORTEX	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	1.2488292629124396	-0.02008727844862406	TCF4;ZNF431
PREADIPOCYTE	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.32753856187088376	-0.020437224866176565	COL18A1;GYPE;FAM83A
NEURONAL PROGENITOR CELLS	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.34686206405465064	-0.021642941704755635	EEF1A1;HMBS;HNRNPA1
SKIN (BULK TISSUE)	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	1.3469855851592036	-0.021666111868867088	CHI3L2;FAM83A
VASCULAR SMOOTH MUSCLE	2/2316	0.98404378329766573063608348093111999332904815673828125	0.9978911988504624019924449385143816471099853515625	0.9693163068142356397771663978346623480319976806640625	0.99541467041390474523865350420237518846988677978515625	1.3549357451930613	-0.02179398930019728	CNN1;COL18A1
FETAL LUNG	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.367944408109328	-0.022958403932135718	CNN1;COL18A1;FAM83A
KUPFFER CELL	3/2316	0.9395103975186660516527581421541981399059295654296875	0.9978911988504624019924449385143816471099853515625	0.89655638252109970398606719754752703011035919189453125	0.99541467041390474523865350420237518846988677978515625	0.40897794513720725	-0.025518748639345896	CNN1;COL18A1;LBH
