Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
cytokine-mediated signaling pathway (GO:0019221)	17/634	0.0000278120950727463105514071506352280493956641294062137603759765625	0.003807166792180383639576657373027046560309827327728271484375	0.00008143250723411342428814663207958801649510860443115234375	0.01114720543471419376968523096138596883974969387054443359375	-1.3382435633796386	14.038227917189253	CSF3R;IFITM2;IL10RB;MSN;HLA-C;PSMB9;HLA-E;PYCARD;CNN2;CFL1;PTK2B;PLP2;VIM;P4HB;TRIM38;LCP1;B2M
Fc-gamma receptor signaling pathway (GO:0038094)	6/135	0.00101911851082383468451719732428273346158675849437713623046875	0.048290538666729394823295962169140693731606006622314453125	0.00178552230678284272642752927851006461423821747303009033203125	0.08444580412331614827081693874788470566272735595703125	-2.035997362947273	14.025613714922414	FCER1G;ARPC2;ARPC1B;NCKAP1L;ARPC5;ACTB
positive regulation of endocytosis (GO:0045807)	6/65	0.00001821163399786819418225969346991632846766151487827301025390625	0.0028045916356717018498578841700918928836472332477569580078125	0.000043699196789323527701127958255966632350464351475238800048828125	0.006729676305555823238868651259281250531785190105438232421875	-1.2689250309390752	13.848349799531189	PYCARD;CD63;FCER1G;CYBA;B2M;CLU
regulation of hemopoiesis (GO:1903706)	2/12	0.004431274802145802708952526671737359720282256603240966796875	0.10109871400451163336864368602618924342095851898193359375	0.006907300895300305144941521717782961786724627017974853515625	0.1575887907964810541461275761321303434669971466064453125	-2.5503366460333043	13.820447632767289	PRKCB;RUNX1
negative regulation of bone mineralization (GO:0030502)	2/12	0.004431274802145802708952526671737359720282256603240966796875	0.10109871400451163336864368602618924342095851898193359375	0.006907300895300305144941521717782961786724627017974853515625	0.1575887907964810541461275761321303434669971466064453125	-2.5172648799265542	13.641229484327015	PTK2B;TRPM4
positive regulation of phagocytosis (GO:0050766)	4/40	0.0003546626552961678062632355779015824737143702805042266845703125	0.022997073227625196290002662635743035934865474700927734375	0.0006607649955843648316433647238454796024598181247711181640625	0.042845393397891451403580731494002975523471832275390625	-1.709545698268543	13.58121823385391	PYCARD;FCER1G;CYBA;NCKAP1L
bone resorption (GO:0045453)	2/9	0.0024576618053290676287059302040916008991189301013946533203125	0.07967998274119503232526540159597061574459075927734375	0.0042496362234297029025764658172192866913974285125732421875	0.1367676485119624085751155462276074104011058807373046875	-2.251896350355786	13.530620256212995	PTK2B;TPP1
sequestering of actin monomers (GO:0042989)	2/11	0.003713277738137755849823218312621975201182067394256591796875	0.097766310511843979025314865793916396796703338623046875	0.0059557131778404832911366639791594934649765491485595703125	0.15611571564041437643055587614071555435657501220703125	-2.3710203629144435	13.26785131086573	GSN;TMSB10
alpha-linolenic acid metabolic process (GO:0036109)	2/14	0.006042421806344257066700986769092196482233703136444091796875	0.11279187371842612497285784911582595668733119964599609375	0.0090013859081504825343511555502118426375091075897216796875	0.17327667873189678271472757842275314033031463623046875	-2.5747653436930587	13.154348396735443	HSD17B4;ACAA1
cell morphogenesis (GO:0000902)	4/60	0.00166007688175542358031966383435928946710191667079925537109375	0.0659746683329897332104252427598112262785434722900390625	0.0026902983213100591097788338856844347901642322540283203125	0.11186592334246785174212135416382807306945323944091796875	-2.0393046912276196	13.053367785370344	RHOG;NCKAP1L;STK4;CLU
regulation of phagocytosis (GO:0050764)	4/42	0.00042870812181493300752066488712443970143795013427734375	0.02584596824507927326219913766180980019271373748779296875	0.000783278538823780072671010277218783812713809311389923095703125	0.048249957991544849267295802519583958201110363006591796875	-1.6619533998778573	12.888006934190187	PYCARD;SNX3;FCER1G;CYBA
positive regulation of actin filament polymerization (GO:0030838)	5/52	0.00007654005423091351091417766649982468152302317321300506591796875	0.006735524772320388743607200154883685172535479068756103515625	0.0001626131808990555920914344856242905734688974916934967041015625	0.0154107260667412683530219652539017261005938053131103515625	-1.3458167454468455	12.755242482248565	PYCARD;GSN;RHOG;PTK2B;NCKAP1L
regulation of podosome assembly (GO:0071801)	2/11	0.003713277738137755849823218312621975201182067394256591796875	0.097766310511843979025314865793916396796703338623046875	0.0059557131778404832911366639791594934649765491485595703125	0.15611571564041437643055587614071555435657501220703125	-2.2621417561459456	12.658584014754036	GSN;LCP1
positive regulation of tumor necrosis factor production (GO:0032760)	4/48	0.000716516488793058161678450890264002737239934504032135009765625	0.0367811797580436528054548261934542097151279449462890625	0.0012461766544539453448192656281889867386780679225921630859375	0.06576599042035712050502382908234721980988979339599609375	-1.7154617157063474	12.421845779948427	PYCARD;CYBA;CLU;HLA-E
retina homeostasis (GO:0001895)	3/39	0.004333136288835284267995096030290369526483118534088134765625	0.10109871400451163336864368602618924342095851898193359375	0.006454203749894666698738721066774814971722662448883056640625	0.1575887907964810541461275761321303434669971466064453125	-2.253601758296852	12.262892123784482	LYZ;B2M;ACTB
regulation of B cell receptor signaling pathway (GO:0050855)	2/18	0.00993689051266866303635527657434067805297672748565673828125	0.1440264601365622565420920864198706112802028656005859375	0.0139195833864566298476717065568664111196994781494140625	0.2017520792013478558857286770944483578205108642578125	-2.62486110206374	12.104549945979892	PRKCB;RUNX1
fatty acid beta-oxidation using acyl-CoA oxidase (GO:0033540)	2/16	0.00788029233947256345371723540438324562273919582366943359375	0.127743686345134166426618094192235730588436126708984375	0.01134195996168825548711112105593201704323291778564453125	0.18385914043157802755246166270808316767215728759765625	-2.464443269280238	11.936260568360817	HSD17B4;ACAA1
pentose-phosphate shunt (GO:0006098)	2/13	0.005208000098806117757199718454330650274641811847686767578125	0.10875010375812095564374004652563598938286304473876953125	0.0079229321261634864936862499007474980317056179046630859375	0.16231266508193364916934342545573599636554718017578125	-2.217512623884727	11.658704240766099	G6PD;PGD
negative regulation of biomineral tissue development (GO:0070168)	2/15	0.006933521165955081923260028275990407564677298069000244140625	0.12031124051347409642520602801596396602690219879150390625	0.01014145785453872405934561129470239393413066864013671875	0.1759757193914325001937726256073801778256893157958984375	-2.3426137398986473	11.646040640589831	PTK2B;TRPM4
regulation of establishment of cell polarity (GO:2000114)	2/16	0.00788029233947256345371723540438324562273919582366943359375	0.127743686345134166426618094192235730588436126708984375	0.01134195996168825548711112105593201704323291778564453125	0.18385914043157802755246166270808316767215728759765625	-2.398261147614771	11.61571472378283	GSN;PTK2B
polyamine metabolic process (GO:0006595)	2/13	0.005208000098806117757199718454330650274641811847686767578125	0.10875010375812095564374004652563598938286304473876953125	0.0079229321261634864936862499007474980317056179046630859375	0.16231266508193364916934342545573599636554718017578125	-2.189692390906038	11.512437714607824	SAT1;OAZ1
regulation of B cell differentiation (GO:0045577)	2/16	0.00788029233947256345371723540438324562273919582366943359375	0.127743686345134166426618094192235730588436126708984375	0.01134195996168825548711112105593201704323291778564453125	0.18385914043157802755246166270808316767215728759765625	-2.3265226896673687	11.268257374081827	NCKAP1L;ZFP36L2
estrogen metabolic process (GO:0008210)	2/15	0.006933521165955081923260028275990407564677298069000244140625	0.12031124051347409642520602801596396602690219879150390625	0.01014145785453872405934561129470239393413066864013671875	0.1759757193914325001937726256073801778256893157958984375	-2.244955348647417	11.160542936023456	HSD17B4;HSD17B11
cellular response to interferon-gamma (GO:0071346)	5/117	0.0031782508372881330092896146055636563687585294246673583984375	0.09106058212881347480038840558336232788860797882080078125	0.0050439951380674141745430461014620959758758544921875	0.14524439703397773460125108613283373415470123291015625	-1.931238100910498	11.10736971309706	HLA-C;TRIM38;B2M;AIF1;HLA-E
regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229)	2/17	0.00888174226446843649573903434202293283306062221527099609375	0.13851020847879891295661991534871049225330352783203125	0.01260172041315924494619959972396827652119100093841552734375	0.1965230322659770878512830449835746549069881439208984375	-2.320001609335712	10.95912509553647	CLU;TPT1
positive regulation of cytoskeleton organization (GO:0051495)	4/78	0.0043186116490536684275891587958540185354650020599365234375	0.10109871400451163336864368602618924342095851898193359375	0.00653698051823310526120547336859090137295424938201904296875	0.1575887907964810541461275761321303434669971466064453125	-1.9937921546975923	10.855842003459275	PYCARD;RHOG;PTK2B;NCKAP1L
regulation of lymphocyte differentiation (GO:0045619)	2/15	0.006933521165955081923260028275990407564677298069000244140625	0.12031124051347409642520602801596396602690219879150390625	0.01014145785453872405934561129470239393413066864013671875	0.1759757193914325001937726256073801778256893157958984375	-2.169356023661657	10.784709397531783	NCKAP1L;ZFP36L2
regulation of actin nucleation (GO:0051125)	2/17	0.00888174226446843649573903434202293283306062221527099609375	0.13851020847879891295661991534871049225330352783203125	0.01260172041315924494619959972396827652119100093841552734375	0.1965230322659770878512830449835746549069881439208984375	-2.261569686856994	10.683106861135194	GSN;CORO1A
regulation of keratinocyte apoptotic process (GO:1902172)	1/7	0.0576799211053181937192135819714167155325412750244140625	0.3075017755937168306701323672314174473285675048828125	0.07026037033455188873798391568925580941140651702880859375	0.360124094927223137307947808949393220245838165283203125	-3.6771410910670075	10.490317818652489	GSN
positive regulation of protein processing (GO:0010954)	2/18	0.00993689051266866303635527657434067805297672748565673828125	0.1440264601365622565420920864198706112802028656005859375	0.0139195833864566298476717065568664111196994781494140625	0.2017520792013478558857286770944483578205108642578125	-2.265241431090167	10.446163425857366	GSN;MYH9
positive regulation of receptor-mediated endocytosis (GO:0048260)	3/42	0.00534350496228483580474222236489367787726223468780517578125	0.10877438916201144503137498986689024604856967926025390625	0.00782239160212236557534470904329282348044216632843017578125	0.16231266508193364916934342545573599636554718017578125	-1.9814053621011654	10.366462169765141	CD63;B2M;CLU
positive regulation of viral life cycle (GO:1903902)	3/45	0.00648421264155159098041547593993527698330581188201904296875	0.1192320891700232865506592361271032132208347320556640625	0.00934911005573464855278320584375251200981438159942626953125	0.1759757193914325001937726256073801778256893157958984375	-2.032090560216294	10.238454355083126	LGALS1;P4HB;TRIM38
lysosome organization (GO:0007040)	3/32	0.0024554734562677346491887941937193318153731524944305419921875	0.07967998274119503232526540159597061574459075927734375	0.003852904399130700589803932842869471642188727855682373046875	0.131854950548028426737801055423915386199951171875	-1.690715536141853	10.16024627176799	TPP1;LAMTOR1;CORO1A
regulation of early endosome to late endosome transport (GO:2000641)	2/18	0.00993689051266866303635527657434067805297672748565673828125	0.1440264601365622565420920864198706112802028656005859375	0.0139195833864566298476717065568664111196994781494140625	0.2017520792013478558857286770944483578205108642578125	-2.1684842124728734	9.999967402583488	SNX3;MSN
cell projection assembly (GO:0030031)	2/21	0.013414907487043929712466905357359792105853557586669921875	0.1721579794170637611738783334658364765346050262451171875	0.0182104651733061805030100543945081881247460842132568359375	0.2337009697240959582575925423952867276966571807861328125	-2.3133540766913607	9.973768605360101	RHOG;NCKAP1L
aromatic compound catabolic process (GO:0019439)	1/7	0.0576799211053181937192135819714167155325412750244140625	0.3075017755937168306701323672314174473285675048828125	0.07026037033455188873798391568925580941140651702880859375	0.360124094927223137307947808949393220245838165283203125	-3.487688059391095	9.949837465908978	ACAA1
positive regulation of protein localization to endosome (GO:1905668)	1/7	0.0576799211053181937192135819714167155325412750244140625	0.3075017755937168306701323672314174473285675048828125	0.07026037033455188873798391568925580941140651702880859375	0.360124094927223137307947808949393220245838165283203125	-3.4467099687664806	9.832933277680233	MSN
phagocytosis, engulfment (GO:0006911)	4/105	0.012150985084200149888289388400153256952762603759765625	0.163433137368304670644647558219730854034423828125	0.0172636446905637362669860834785140468738973140716552734375	0.231182720204070879521651704635587520897388458251953125	-2.229455280688501	9.832667029261646	GSN;RHOG;MYH9;AIF1
regulation of interleukin-6 production (GO:0032675)	3/43	0.0057090488258423714718059471806554938666522502899169921875	0.10989918989746565169962622121602180413901805877685546875	0.0083134925133721108980733305315879988484084606170654296875	0.1651971415560393452448550988265196792781352996826171875	-1.8999316977433356	9.814482585084138	PYCARD;CYBA;NCKAP1L
positive regulation of granulocyte differentiation (GO:0030854)	1/7	0.0576799211053181937192135819714167155325412750244140625	0.3075017755937168306701323672314174473285675048828125	0.07026037033455188873798391568925580941140651702880859375	0.360124094927223137307947808949393220245838165283203125	-3.410373195148656	9.729270052822901	RUNX1
deadenylation-independent decapping of nuclear-transcribed mRNA (GO:0031087)	1/7	0.0576799211053181937192135819714167155325412750244140625	0.3075017755937168306701323672314174473285675048828125	0.07026037033455188873798391568925580941140651702880859375	0.360124094927223137307947808949393220245838165283203125	-3.407121020350302	9.719992098457913	PNRC1
protein polymerization (GO:0051258)	3/46	0.006894122570566203582476116906718743848614394664764404296875	0.12031124051347409642520602801596396602690219879150390625	0.00989388372214984775088186808034151908941566944122314453125	0.1759757193914325001937726256073801778256893157958984375	-1.9438876645963925	9.67489614272481	GSN;AIF1;MSRB1
macrophage activation (GO:0042116)	2/18	0.00993689051266866303635527657434067805297672748565673828125	0.1440264601365622565420920864198706112802028656005859375	0.0139195833864566298476717065568664111196994781494140625	0.2017520792013478558857286770944483578205108642578125	-2.0979771168345915	9.674823851167167	CLU;AIF1
positive regulation of cardiac muscle contraction (GO:0060452)	1/7	0.0576799211053181937192135819714167155325412750244140625	0.3075017755937168306701323672314174473285675048828125	0.07026037033455188873798391568925580941140651702880859375	0.360124094927223137307947808949393220245838165283203125	-3.388072944574082	9.665650868742318	TRPM4
muscle filament sliding (GO:0030049)	3/39	0.004333136288835284267995096030290369526483118534088134765625	0.10109871400451163336864368602618924342095851898193359375	0.006454203749894666698738721066774814971722662448883056640625	0.1575887907964810541461275761321303434669971466064453125	-1.7615561691729764	9.585443920171896	TPM4;TNNT1;VIM
regulation of receptor-mediated endocytosis (GO:0048259)	3/37	0.0037297212614096322998158417050262869452126324176788330078125	0.097766310511843979025314865793916396796703338623046875	0.005628071332117570539643747196123513276688754558563232421875	0.15611571564041437643055587614071555435657501220703125	-1.6958411978031815	9.482163403668329	AAK1;B2M;CLU
skeletal muscle contraction (GO:0003009)	2/19	0.01104476915099238294726280429358666879124939441680908203125	0.154626768113893364731126212063827551901340484619140625	0.01529440886608483644859557415429662796668708324432373046875	0.21412172412518770681089108620653860270977020263671875	-2.0974407110455346	9.450644880576831	TNNT1;RCSD1
positive regulation of ion transmembrane transporter activity (GO:0032414)	2/24	0.0173420976058052123125463594988104887306690216064453125	0.199677235984598355766905797281651757657527923583984375	0.0229841560943736221422906140787745243869721889495849609375	0.26464000288101219293679378097294829785823822021484375	-2.3241704567351964	9.42362417253567	GLRX;CTSS
ribose phosphate metabolic process (GO:0019693)	2/13	0.005208000098806117757199718454330650274641811847686767578125	0.10875010375812095564374004652563598938286304473876953125	0.0079229321261634864936862499007474980317056179046630859375	0.16231266508193364916934342545573599636554718017578125	-1.7892965020310418	9.407332563307953	G6PD;PGD
NADP metabolic process (GO:0006739)	2/20	0.01220442259568508928946339864296533050946891307830810546875	0.163433137368304670644647558219730854034423828125	0.0167250724505619875748241298651919350959360599517822265625	0.2264317500999161458796749002431170083582401275634765625	-2.113114531806286	9.310291520395593	G6PD;PGD
glyceraldehyde-3-phosphate metabolic process (GO:0019682)	2/19	0.01104476915099238294726280429358666879124939441680908203125	0.154626768113893364731126212063827551901340484619140625	0.01529440886608483644859557415429662796668708324432373046875	0.21412172412518770681089108620653860270977020263671875	-2.0375296959078244	9.180697927835974	G6PD;PGD
regulation of interleukin-10 secretion (GO:2001179)	1/7	0.0576799211053181937192135819714167155325412750244140625	0.3075017755937168306701323672314174473285675048828125	0.07026037033455188873798391568925580941140651702880859375	0.360124094927223137307947808949393220245838165283203125	-3.2161237831497873	9.175106364922854	PYCARD
positive regulation of release of cytochrome c from mitochondria (GO:0090200)	2/27	0.021693954148342110832548002008479670621454715728759765625	0.2245962311828359758703044235517154447734355926513671875	0.0282119295469266846698719319874726352281868457794189453125	0.294551671201810860711844952675164677202701568603515625	-2.3587586282873647	9.035747786798117	PYCARD;PLAUR
Rac protein signal transduction (GO:0016601)	2/20	0.01220442259568508928946339864296533050946891307830810546875	0.163433137368304670644647558219730854034423828125	0.0167250724505619875748241298651919350959360599517822265625	0.2264317500999161458796749002431170083582401275634765625	-2.0442028377458823	9.006669567486943	RHOG;AIF1
positive regulation of supramolecular fiber organization (GO:1902905)	5/85	0.000772160763196942201251615767176872395793907344341278076171875	0.03805208241034531424507036945215077139437198638916015625	0.00134525312023885991463689748570686788298189640045166015625	0.06629407376537101159730269728243001736700534820556640625	-1.2547390541099135	8.991858801681909	PYCARD;RHOG;PTK2B;NCKAP1L;CLU
gland morphogenesis (GO:0022612)	1/7	0.0576799211053181937192135819714167155325412750244140625	0.3075017755937168306701323672314174473285675048828125	0.07026037033455188873798391568925580941140651702880859375	0.360124094927223137307947808949393220245838165283203125	-3.1400835145199855	8.958175177027949	MSN
actin-myosin filament sliding (GO:0033275)	3/39	0.004333136288835284267995096030290369526483118534088134765625	0.10109871400451163336864368602618924342095851898193359375	0.006454203749894666698738721066774814971722662448883056640625	0.1575887907964810541461275761321303434669971466064453125	-1.637034378160623	8.907863116632344	TPM4;TNNT1;VIM
negative regulation of transport (GO:0051051)	3/41	0.004992448044894731186416070300992942065931856632232666015625	0.10875010375812095564374004652563598938286304473876953125	0.00734891085416322469014982488033638219349086284637451171875	0.1616760387915909535916370032282429747283458709716796875	-1.676668152645382	8.886054330025623	SNX3;PXK;PRKCB
positive regulation of protein localization to early endosome (GO:1902966)	1/7	0.0576799211053181937192135819714167155325412750244140625	0.3075017755937168306701323672314174473285675048828125	0.07026037033455188873798391568925580941140651702880859375	0.360124094927223137307947808949393220245838165283203125	-3.0695051627219834	8.756825997559053	MSN
inflammatory response (GO:0006954)	7/253	0.00581378206415799660133902904135538847185671329498291015625	0.1101935308160408022448706333307200111448764801025390625	0.00949802714003971683409677240206292481161653995513916015625	0.1759757193914325001937726256073801778256893157958984375	-1.700121782047227	8.751417611768312	PXK;ADGRE5;IL10RB;HYAL3;CYBA;LYZ;AIF1
